,vendorid,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Duration
39,1,1,2.6,1,N,48,234,1,17.5,0.5,0.5,3.75,0.0,0.3,22.55,28
40,2,1,0.31,1,N,164,164,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
41,2,6,2.68,1,N,142,166,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,8
42,2,2,0.86,1,N,170,137,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,7
43,1,1,2.4,1,N,170,79,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,12
44,2,1,0.3,1,N,48,163,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,5
45,2,1,0.48,1,N,79,79,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,4
46,2,1,0.96,1,N,65,97,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,3
47,2,1,1.34,1,N,114,231,1,7.5,0.5,0.5,0.5,0.0,0.3,9.3,9
48,2,1,2.54,1,N,142,234,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,18
49,1,1,0.3,1,Y,144,148,4,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2
50,2,1,0.25,1,N,249,249,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,1
51,1,3,3.5,1,N,249,141,1,13.0,0.5,0.5,4.25,0.0,0.3,18.55,13
52,1,1,0.0,1,N,262,264,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0
53,2,1,4.8,1,N,236,249,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,24
54,1,2,11.4,1,N,48,134,2,43.0,0.5,0.5,0.0,5.76,0.3,50.06,49
55,2,6,0.2,1,N,189,49,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1
56,2,1,0.91,1,N,239,143,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,5
57,2,1,0.47,1,N,246,68,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,3
58,1,1,0.5,1,N,164,170,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,3
59,1,1,1.1,1,N,237,141,1,6.5,0.5,0.5,2.3,0.0,0.3,10.1,6
60,2,1,0.95,1,N,170,234,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,10
61,1,2,3.7,1,N,229,232,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,14
62,2,1,3.73,1,N,229,238,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,16
63,2,2,0.28,1,N,249,113,1,3.0,0.5,0.5,0.86,0.0,0.3,5.16,2
64,2,1,2.32,1,N,158,148,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,16
65,1,1,2.7,1,N,79,68,1,17.5,0.5,0.5,4.7,0.0,0.3,23.5,26
66,2,2,1.16,1,N,90,246,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,7
67,1,1,1.0,1,N,114,79,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,8
68,1,1,2.1,1,N,170,50,1,18.5,0.5,0.5,0.0,0.0,0.3,19.8,31
69,2,1,1.46,1,N,107,4,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,7
70,1,1,4.4,1,N,107,262,1,16.5,0.5,0.5,4.45,0.0,0.3,22.25,16
71,1,1,16.8,2,N,132,233,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,25
72,2,3,0.32,1,N,142,43,1,4.0,0.5,0.5,1.32,0.0,0.3,6.62,2
73,2,5,0.34,1,N,161,170,1,5.0,0.5,0.5,2.0,0.0,0.3,8.3,4
74,1,1,0.6,1,N,161,161,1,6.5,0.5,0.5,0.0,0.0,0.3,7.8,8
75,1,1,6.6,1,N,262,144,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,18
76,1,1,1.9,1,N,249,170,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8,13
77,1,1,0.1,1,N,75,75,1,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1
78,2,1,8.47,1,N,116,129,2,27.5,0.5,0.5,0.0,5.76,0.3,34.56,29
79,1,1,5.8,1,N,231,61,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,29
80,2,1,0.98,1,N,236,262,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,5
81,2,1,0.49,1,N,237,162,1,4.5,0.5,0.5,1.0,0.0,0.3,6.8,3
82,1,1,0.7,1,N,113,79,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,4
83,1,1,0.5,1,N,50,48,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,2
84,1,1,2.9,1,N,162,262,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,12
85,2,2,1.52,1,N,236,239,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,5
86,2,1,0.8,1,N,140,141,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,8
87,2,1,0.05,1,N,246,48,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1
88,2,1,2.56,1,N,43,151,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8,10
89,2,1,2.31,1,N,170,249,1,9.0,0.5,0.5,3.09,0.0,0.3,13.39,9
90,1,1,1.7,1,N,263,74,1,8.0,0.5,0.5,2.0,0.0,0.3,11.3,6
91,1,1,8.8,1,N,138,170,1,27.5,0.5,0.5,6.9,5.76,0.3,41.46,21
92,1,1,0.7,1,N,68,186,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,11
93,2,2,7.81,1,N,161,102,2,27.0,0.5,0.5,0.0,5.76,0.3,34.06,27
94,2,1,0.24,1,N,48,48,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,4
95,2,2,10.15,1,N,138,97,2,29.5,0.5,0.5,0.0,0.0,0.3,30.8,20
96,2,1,0.38,1,N,144,148,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,3
97,2,5,9.93,1,N,163,146,1,59.0,0.5,0.5,21.99,13.0,0.3,95.29,99
98,1,2,0.1,1,N,48,48,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
99,2,1,0.85,1,N,113,224,1,5.0,0.5,0.5,1.89,0.0,0.3,8.19,4
100,2,2,1.43,1,N,161,137,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,9
101,1,0,23.8,1,N,138,265,1,64.5,0.5,0.5,10.0,16.26,0.3,92.06,44
102,1,1,2.0,1,N,142,140,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,10
103,1,1,1.6,1,N,24,238,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,13
104,2,1,2.17,1,N,68,79,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3,17
105,1,1,0.7,1,N,142,143,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,4
106,1,1,1.0,1,N,151,238,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,4
107,2,1,3.71,1,N,68,151,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,15
108,1,2,1.3,1,N,263,75,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,6
109,1,1,2.7,1,N,151,244,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,11
110,2,1,4.02,1,N,263,246,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,19
111,1,1,0.5,1,N,141,233,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,1
112,2,2,1.55,1,N,237,229,1,8.5,0.5,0.5,3.0,0.0,0.3,12.8,10
113,2,1,0.64,1,N,162,161,1,6.5,0.5,0.5,2.34,0.0,0.3,10.14,8
114,1,2,3.3,1,N,152,119,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,15
115,1,2,4.1,1,N,229,24,1,15.0,0.5,0.5,2.45,0.0,0.3,18.75,15
116,2,1,2.4,1,N,48,90,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,14
117,2,3,2.77,1,N,263,170,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,9
118,2,2,3.23,1,N,209,234,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56,25
119,2,1,1.47,1,N,79,107,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,8
120,2,1,6.14,1,N,249,151,1,21.5,0.5,0.5,6.84,0.0,0.3,29.64,22
121,2,1,0.69,1,N,100,170,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,5
122,2,1,0.39,1,N,161,161,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,5
123,2,1,4.33,1,N,75,152,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,15
124,2,2,0.61,1,N,263,236,1,5.0,0.5,0.5,1.58,0.0,0.3,7.88,4
125,2,1,1.21,1,N,88,209,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,7
126,1,1,9.9,1,N,162,243,2,32.5,0.5,0.5,0.0,0.0,0.3,33.8,31
127,1,1,2.1,1,N,161,90,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,14
128,2,1,0.16,1,N,79,79,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0
129,1,0,7.6,1,N,132,95,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,19
130,2,6,0.75,1,N,170,170,1,6.5,0.5,0.5,0.39,0.0,0.3,8.19,8
131,2,6,3.96,1,N,237,90,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,25
132,2,1,0.88,1,N,164,170,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,8
133,2,1,1.34,1,N,107,144,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,8
134,2,1,0.76,1,N,68,234,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,6
135,2,1,0.39,2,N,45,87,1,52.0,0.0,0.5,3.0,0.0,0.3,55.8,3
136,1,1,0.6,1,N,87,231,3,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
137,2,1,1.69,1,N,142,238,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,9
138,2,1,0.72,1,N,233,229,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
139,2,5,0.47,1,N,43,237,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,1
140,2,1,0.43,1,N,211,144,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
141,1,1,3.8,1,N,142,107,3,16.0,0.5,0.5,0.0,0.0,0.3,17.3,20
142,4,1,1.61,1,N,75,74,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,9
143,2,2,1.85,1,N,148,137,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,11
144,2,1,0.49,1,N,263,263,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,1
145,1,1,16.2,2,N,132,137,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,21
146,1,2,1.7,1,N,264,264,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6,8
147,1,1,0.4,1,N,141,141,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,1
148,1,1,1.5,1,N,125,261,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,5
149,2,1,10.78,1,N,164,127,1,33.0,0.5,0.5,2.0,0.0,0.3,36.3,27
150,1,1,5.6,5,N,170,265,1,60.0,0.0,0.0,10.0,10.5,0.3,80.8,35
151,1,1,8.7,1,N,114,164,2,34.5,0.5,0.5,0.0,0.0,0.3,35.8,45
152,2,1,4.05,1,N,43,142,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,28
153,1,1,9.0,1,N,125,244,1,27.0,0.5,0.5,10.0,0.0,0.3,38.3,20
154,2,1,0.9,1,N,237,236,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,3
155,2,1,4.95,1,N,163,129,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,19
156,2,5,1.18,1,N,237,229,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,6
157,2,1,2.69,1,N,148,68,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,19
158,2,1,3.81,1,N,116,169,1,13.5,0.5,0.5,0.0,0.0,0.3,14.8,12
159,1,1,1.2,1,N,244,244,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,4
160,2,1,0.38,1,N,42,42,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
161,4,1,1.18,1,N,249,4,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,10
162,1,1,8.4,1,N,236,78,2,26.0,0.5,0.5,0.0,0.0,0.3,27.3,24
163,2,2,3.25,1,N,237,249,1,14.0,0.5,0.5,0.0,0.0,0.3,15.3,16
164,2,1,0.2,1,N,166,166,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1
165,2,1,11.98,1,N,148,244,2,35.0,0.5,0.5,0.0,0.0,0.3,36.3,29
166,2,1,2.88,1,N,142,145,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,8
167,2,1,0.56,1,N,141,229,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,3
168,1,3,0.6,1,N,50,50,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8,3
169,1,4,0.5,1,N,158,158,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,6
170,1,2,0.8,1,N,255,256,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,5
171,2,1,16.18,1,N,132,146,1,43.5,0.5,0.5,8.96,0.0,0.3,53.76,23
172,1,1,5.1,1,N,79,75,4,15.5,0.5,0.5,0.0,0.0,0.3,16.8,13
173,2,6,9.42,1,N,138,238,1,28.0,0.5,0.5,7.01,5.76,0.3,42.07,22
174,2,1,1.99,1,N,236,238,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,10
175,2,2,0.59,1,N,144,114,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,4
176,2,5,0.8,1,N,163,163,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,4
177,1,1,9.5,1,N,13,193,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,20
178,1,1,0.6,1,N,113,107,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,4
179,2,1,16.49,1,N,132,260,2,45.5,0.5,0.5,0.0,0.0,0.3,46.8,35
180,1,1,3.4,1,N,164,13,1,13.0,0.5,0.5,4.25,0.0,0.3,18.55,14
181,1,1,1.6,1,N,236,74,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,4
182,1,1,0.3,1,N,244,244,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,1
183,2,5,0.53,1,N,246,246,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
184,1,1,1.4,1,N,107,249,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,7
185,1,1,0.3,1,N,114,249,1,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
186,1,2,0.5,1,N,140,140,1,4.5,0.5,0.5,1.4,0.0,0.3,7.2,3
187,2,1,1.64,1,N,166,75,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,8
188,1,1,7.5,1,N,249,7,1,26.5,0.5,0.5,5.0,0.0,0.3,32.8,32
189,2,5,4.99,1,N,186,238,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,33
190,2,1,0.87,1,N,137,107,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,3
191,1,2,0.4,1,N,114,148,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,4
192,2,5,1.16,1,N,79,68,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,8
193,2,1,1.34,1,N,151,75,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,5
194,1,1,2.3,1,N,142,166,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,5
195,1,1,1.6,1,N,231,65,3,7.0,0.5,0.5,0.0,0.0,0.3,8.3,4
196,2,1,5.21,1,N,261,79,1,17.0,0.5,0.5,5.49,0.0,0.3,23.79,14
197,1,2,0.7,1,N,69,69,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,4
198,2,1,1.89,1,N,162,236,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,8
199,2,1,7.68,1,N,132,95,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,16
200,2,1,1.58,1,N,170,90,1,9.5,0.5,0.5,2.0,0.0,0.3,12.8,12
201,2,1,1.03,1,N,170,234,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,6
202,2,1,0.28,1,N,48,50,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
203,1,4,0.9,1,N,113,79,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,5
204,2,1,13.93,4,N,132,265,2,57.0,0.5,0.5,0.0,0.0,0.3,58.3,29
205,2,2,0.33,1,N,142,142,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,1
206,2,3,0.34,1,N,114,114,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
207,1,1,1.1,1,N,249,158,1,7.0,0.5,0.5,1.5,0.0,0.3,9.8,7
208,2,1,1.75,1,N,113,170,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,9
209,2,1,1.26,1,N,161,141,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,8
210,2,1,1.29,1,N,41,42,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,7
211,2,1,6.57,1,N,186,80,2,22.5,0.5,0.5,0.0,5.76,0.3,29.56,21
212,1,3,0.6,1,N,164,170,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,6
213,1,2,1.5,1,N,79,45,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,11
214,2,3,0.32,1,N,163,161,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
215,1,1,0.7,1,N,161,170,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,10
216,1,2,6.2,1,N,239,226,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3,27
217,1,2,0.9,1,N,264,234,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,15
218,1,2,1.7,1,N,43,238,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,8
219,1,1,1.4,1,N,238,236,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,4
220,2,1,0.71,1,N,234,68,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,9
221,2,1,1.71,1,N,142,246,1,9.0,0.5,0.5,1.7,0.0,0.3,12.0,11
222,1,5,0.7,1,N,137,137,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,3
223,2,1,11.11,1,N,62,10,2,33.5,0.5,0.5,0.0,0.0,0.3,34.8,29
224,2,1,0.76,1,N,229,161,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,1407
225,2,4,0.41,1,N,236,236,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,2
226,1,4,0.6,1,N,231,231,1,5.0,0.5,0.5,0.95,0.0,0.3,7.25,5
227,2,3,2.89,1,N,148,229,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,9
228,1,1,9.7,1,N,186,228,1,30.5,0.5,0.5,0.0,5.76,0.3,37.56,24
229,2,1,3.72,1,N,161,232,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,12
230,2,1,1.22,1,N,129,56,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,6
231,2,1,3.63,1,N,50,137,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,19
232,1,1,0.0,1,N,48,48,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0
233,1,1,0.4,1,N,148,144,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,4
234,1,1,0.4,1,N,90,68,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,4
235,1,4,1.0,1,N,264,264,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,8
236,1,2,2.9,1,N,233,263,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,8
237,2,1,0.74,1,N,181,25,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,5
238,1,2,0.6,1,N,236,141,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
239,2,1,9.08,1,N,132,177,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,20
240,2,1,2.84,1,N,114,224,1,13.0,0.5,0.5,2.7,0.0,0.3,17.0,14
241,2,1,0.66,1,N,263,262,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,5
242,2,2,2.18,1,N,142,151,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,7
243,2,1,1.16,1,N,237,142,1,6.5,0.5,0.5,1.2,0.0,0.3,9.0,6
244,2,1,0.6,1,N,50,143,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
245,1,1,2.1,1,N,79,246,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,13
246,2,5,3.03,1,N,231,181,1,13.0,0.5,0.5,3.58,0.0,0.3,17.88,13
247,2,1,6.48,1,N,170,80,2,20.5,0.5,0.5,0.0,5.76,0.3,27.56,18
248,2,2,2.34,1,N,224,232,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8,7
249,1,1,1.7,1,N,163,236,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,7
