,vendorid,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Duration
53,1,2,1.1,1,N,100,170,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,6
54,1,1,2.5,1,N,186,143,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,18
55,2,4,5.15,1,N,255,7,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,20
56,1,1,1.0,1,N,209,231,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,6
57,1,1,0.7,1,N,239,142,1,5.0,0.5,0.5,1.55,0.0,0.3,7.85,4
58,4,1,8.68,1,N,142,212,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,22
59,1,1,1.4,1,N,246,50,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,11
60,2,1,1.43,1,N,186,48,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,18
61,1,4,3.2,1,N,164,236,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,20
62,2,1,0.64,1,N,161,162,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,9
63,2,1,7.81,1,N,138,166,1,24.5,0.5,0.5,20.0,5.76,0.3,51.56,20
64,4,1,2.1,1,N,148,170,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,13
65,2,3,1.04,1,N,231,148,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,8
66,1,1,3.0,1,N,107,87,1,13.5,0.5,0.5,2.0,0.0,0.3,16.8,17
67,1,2,0.7,1,N,264,264,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,5
68,2,4,1.97,1,N,186,246,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25,18
69,1,1,1.9,1,N,151,263,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,9
70,2,1,4.16,1,N,255,33,1,14.0,0.5,0.5,1.7,0.0,0.3,17.0,12
71,2,1,0.18,5,N,265,265,1,100.0,0.0,0.5,0.0,0.0,0.3,100.8,1
72,1,1,0.2,1,N,249,249,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
73,2,3,18.7,1,N,132,26,2,52.5,0.5,0.5,0.0,0.0,0.3,53.8,34
74,2,1,0.34,1,N,229,161,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
75,4,1,1.24,1,N,239,151,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,4
76,1,1,0.6,1,N,68,68,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35,2
77,2,1,5.53,1,N,237,148,1,21.0,0.5,0.5,4.46,0.0,0.3,26.76,24
78,2,1,0.23,1,N,246,68,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2
79,1,1,1.5,1,N,141,236,1,7.0,0.5,0.5,1.25,0.0,0.3,9.55,6
80,2,2,0.98,1,N,148,79,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,5
81,1,2,5.5,1,N,237,158,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,19
82,2,2,9.61,1,N,262,56,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8,22
83,2,1,1.57,1,N,186,158,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,8
84,2,5,1.53,1,N,42,41,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,6
85,2,1,0.7,1,N,90,90,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,4
86,1,2,1.6,1,N,237,43,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,6
87,1,1,12.8,1,N,119,265,2,36.0,0.5,0.5,0.0,0.0,0.3,37.3,24
88,1,1,2.1,1,N,68,68,3,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0
89,1,1,1.1,1,N,113,4,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,8
90,1,2,9.3,1,N,132,131,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,20
91,1,3,0.4,1,N,262,263,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
92,1,1,2.4,1,N,35,222,1,9.5,0.5,0.5,0.0,0.0,0.3,10.8,9
93,1,1,1.6,1,N,74,75,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,14
94,1,2,4.9,1,N,239,249,1,19.0,0.5,0.5,6.05,0.0,0.3,26.35,23
95,1,1,2.6,1,N,234,141,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,11
96,2,5,0.25,1,N,140,141,1,3.5,0.5,0.5,1.44,0.0,0.3,6.24,1
97,2,3,5.4,1,N,229,166,1,17.5,0.5,0.5,5.64,0.0,0.3,24.44,17
98,2,1,4.85,1,N,132,219,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,10
99,2,1,5.13,1,N,249,239,1,21.5,0.5,0.5,4.56,0.0,0.3,27.36,28
100,1,1,0.6,1,N,140,263,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,1
101,2,1,22.26,2,N,132,142,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,43
102,2,1,2.05,1,N,43,233,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,8
103,2,1,1.49,1,N,75,151,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,7
104,1,2,3.3,1,N,234,261,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,17
105,2,2,2.07,1,N,161,113,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,25
106,2,2,0.76,1,N,100,234,1,6.0,0.5,0.5,0.0,0.0,0.3,7.3,6
107,2,1,4.92,1,N,264,264,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,29
108,1,1,0.7,1,N,48,48,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
109,1,2,0.4,1,N,246,246,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,3
110,2,6,1.91,1,N,142,151,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,5
111,1,1,0.6,1,N,79,4,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,4
112,2,1,3.93,1,N,68,209,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,17
113,1,1,0.9,1,N,163,237,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,5
114,2,5,3.28,1,N,162,226,1,11.0,0.5,0.5,0.01,0.0,0.3,12.31,8
115,2,1,0.74,1,N,164,170,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,10
116,1,2,1.4,1,N,142,48,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,19
117,1,1,0.7,1,N,238,151,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
118,2,1,23.68,2,N,132,50,1,52.0,0.0,0.5,17.57,5.76,0.3,76.13,40
119,1,3,18.3,2,N,132,75,1,52.0,0.0,0.5,15.0,5.76,0.3,73.56,26
120,2,1,0.94,1,N,237,141,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,6
121,2,2,2.82,1,N,144,107,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,15
122,1,1,4.2,1,N,237,48,1,16.0,0.5,0.5,4.3,0.0,0.3,21.6,17
123,2,1,8.75,1,N,181,161,1,36.0,0.5,0.5,2.0,0.0,0.3,39.3,45
124,1,1,10.5,1,N,138,143,1,30.5,0.5,0.5,5.5,5.76,0.3,43.06,25
125,2,2,0.55,1,N,231,87,1,4.0,0.5,0.5,0.1,0.0,0.3,5.4,2
126,1,1,1.7,1,N,24,239,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,7
127,2,1,3.3,1,N,137,146,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,12
128,1,0,2.4,1,N,141,107,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0,14
129,2,5,10.22,1,N,249,129,2,48.0,0.5,0.5,0.0,0.0,0.3,49.3,73
130,2,1,0.55,1,N,62,61,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
131,1,1,2.0,1,N,158,232,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,11
132,1,2,0.4,1,N,50,48,1,4.0,0.5,0.5,0.62,0.0,0.3,5.92,3
133,2,2,0.87,1,N,68,48,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,9
134,2,1,0.4,1,N,237,140,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,3
135,1,1,2.8,1,N,229,79,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,10
136,1,2,0.4,1,N,48,48,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,6
137,2,1,1.86,1,N,249,137,1,8.5,0.5,0.5,2.94,0.0,0.3,12.74,10
138,1,1,3.5,1,N,141,4,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,8
139,1,2,1.5,1,N,151,166,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,7
140,2,1,0.1,1,N,80,217,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1
141,1,1,2.4,1,N,263,151,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,9
142,2,3,4.19,1,N,68,238,1,16.0,0.5,0.5,2.5,0.0,0.3,19.8,15
143,2,1,0.79,1,N,236,75,1,4.5,0.5,0.5,0.58,0.0,0.3,6.38,2
144,2,1,2.3,1,N,151,75,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,15
145,1,2,0.6,1,N,142,143,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,4
146,1,2,0.5,1,N,263,236,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,4
147,2,1,0.31,1,N,68,90,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,3
148,2,1,4.32,1,N,234,87,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,13
149,1,1,2.8,1,N,144,164,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95,31
150,2,1,0.77,1,N,244,116,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,3
151,1,2,1.4,1,N,68,113,1,7.0,0.5,0.5,5.0,0.0,0.3,13.3,7
152,2,1,2.03,1,N,243,247,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,9
153,2,2,0.0,1,N,148,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0
154,2,1,0.59,1,N,260,226,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,2
155,1,1,0.9,1,N,75,74,4,5.5,0.5,0.5,0.0,0.0,0.3,6.8,4
156,2,1,4.83,1,N,234,142,1,19.0,0.5,0.5,1.0,0.0,0.3,21.3,23
157,1,2,0.4,1,N,48,163,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,4
158,2,1,25.6,1,N,132,174,2,67.0,0.5,0.5,0.0,5.76,0.3,74.06,31
159,2,2,0.37,1,N,90,249,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2
160,1,1,3.3,1,N,244,159,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,19
161,2,4,0.46,1,N,90,68,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0,1
162,2,1,2.07,1,N,231,68,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,11
163,1,1,3.6,1,N,170,239,1,15.5,0.5,0.5,5.0,0.0,0.3,21.8,18
164,1,2,0.7,1,N,249,90,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,4
165,1,2,0.7,1,N,141,141,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,3
166,2,1,6.3,1,N,239,239,1,22.0,0.5,0.5,6.99,0.0,0.3,30.29,26
167,2,1,0.73,1,N,68,246,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,6
168,2,2,0.1,1,N,234,164,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0
169,2,2,6.83,1,N,161,17,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,29
170,2,1,0.41,1,N,41,42,1,3.5,0.5,0.5,3.3,0.0,0.3,8.1,1
171,2,5,1.93,1,N,161,113,1,16.5,0.5,0.5,5.34,0.0,0.3,23.14,26
172,2,1,1.91,1,N,262,74,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,4
173,1,0,1.9,1,N,158,48,1,10.0,0.5,0.5,5.0,0.0,0.3,16.3,12
174,2,6,0.92,1,N,79,107,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49,6
175,1,2,2.5,1,N,246,233,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,18
176,2,2,1.57,1,N,68,90,1,9.0,0.5,0.5,2.58,0.0,0.3,12.88,11
177,1,1,4.3,1,N,263,152,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,17
178,2,3,0.32,1,N,100,68,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,6
179,1,2,0.4,1,N,162,161,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,7
180,2,1,1.2,1,N,151,238,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,5
181,1,1,0.0,5,N,162,162,1,30.0,0.0,0.0,1.5,0.0,0.3,31.8,0
182,2,1,1.13,1,N,170,162,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,11
183,1,1,6.3,1,N,234,83,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,27
184,2,5,0.64,1,N,68,158,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,6
185,2,1,6.02,1,N,132,28,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,10
186,1,1,1.0,1,N,141,237,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,3
187,2,1,4.7,1,N,79,146,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,18
188,2,1,0.49,1,N,234,107,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,6
189,2,1,1.93,1,N,246,234,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,11
190,2,1,2.44,1,N,142,166,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,6
191,1,1,0.5,1,N,264,264,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
192,2,1,0.87,1,N,234,107,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,5
193,1,1,0.6,1,N,142,48,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,7
194,1,1,0.9,1,N,50,48,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,3
195,2,1,0.92,1,N,263,75,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,3
196,1,1,6.1,1,N,4,7,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,20
197,1,1,1.2,1,N,79,246,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,9
198,2,1,2.56,1,N,237,74,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,8
199,2,2,0.21,1,N,79,79,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,2
200,2,3,2.15,1,N,263,162,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,13
201,1,1,2.0,1,N,209,79,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,11
202,1,1,1.5,1,N,236,239,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,6
203,1,1,0.5,1,N,143,239,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,3
204,2,1,0.57,1,N,186,90,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89,2
205,1,1,3.3,1,N,116,247,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,19
206,1,1,0.2,1,N,170,170,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,3
207,1,1,5.7,1,N,166,170,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,27
208,2,1,17.39,1,N,50,172,1,49.0,0.5,0.5,16.9,17.28,0.3,84.48,37
209,2,2,0.51,1,N,229,229,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,2
210,2,1,2.26,1,N,79,231,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,11
211,1,0,3.8,1,N,263,226,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,10
212,2,1,1.39,1,N,113,68,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,21
213,1,1,1.6,1,N,41,152,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,11
214,4,1,2.68,1,N,143,236,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,11
215,2,1,2.9,1,N,148,162,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,12
216,1,1,5.6,1,N,234,261,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,15
217,1,2,1.6,1,N,158,186,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,8
218,1,2,0.2,1,N,148,232,1,3.5,0.5,0.5,1.0,0.0,0.3,5.8,1
219,2,5,1.23,1,N,74,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,6
220,1,1,0.1,1,N,170,170,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,2
221,2,1,0.0,5,N,114,114,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0
222,2,1,4.64,1,N,37,224,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3,26
223,4,1,1.27,1,N,144,4,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,6
224,1,2,0.9,1,N,116,244,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,9
225,2,1,9.15,1,N,132,177,1,26.5,0.5,0.5,8.34,0.0,0.3,36.14,19
226,1,0,1.1,1,N,186,90,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,7
227,1,2,2.8,1,N,234,231,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,11
228,1,2,7.3,1,N,125,72,2,25.0,0.5,0.5,0.0,0.0,0.3,26.3,26
229,1,0,1.5,1,N,164,161,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,15
230,1,1,4.5,1,N,264,73,3,15.0,0.5,0.5,0.0,0.0,0.3,16.3,12
231,2,2,2.91,1,N,48,238,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,10
232,2,1,0.18,1,N,144,144,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1
233,2,1,9.47,1,N,158,67,1,30.0,0.5,0.5,9.26,5.76,0.3,46.32,26
234,2,1,1.19,1,N,164,164,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,11
235,2,1,2.37,1,N,236,151,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,8
236,1,4,18.7,2,N,132,142,1,52.0,0.0,0.5,12.0,0.0,0.3,64.8,40
237,2,5,4.29,1,N,161,226,1,16.5,0.5,0.5,0.0,0.0,0.3,17.8,16
238,2,2,1.28,1,N,161,237,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,4
239,1,1,2.3,1,N,68,79,1,12.5,0.5,0.5,2.0,0.0,0.3,15.8,17
240,1,1,0.8,1,N,90,107,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,5
241,1,1,4.8,1,N,45,233,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,13
242,2,2,0.33,1,N,143,142,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,1
243,2,6,1.68,1,N,264,264,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,8
244,1,1,1.2,1,N,141,237,1,7.0,0.5,0.5,1.25,0.0,0.3,9.55,6
245,1,1,15.4,1,N,233,138,2,42.5,0.5,0.5,0.0,0.0,0.3,43.8,34
246,2,1,0.75,1,N,168,74,1,4.5,0.5,0.5,4.0,0.0,0.3,9.8,2
247,1,2,19.3,2,N,132,41,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,35
248,2,4,3.23,1,N,90,261,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,13
249,1,1,5.7,1,N,132,205,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,14
