,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
21,2,2018-12-31T23:54:32.000,2018-12-31T23:58:32.000,1,0.87,1,N,231,125,1,5.0,0.5,0.5,1.58,0.0,0.3,7.88,Noida Sec-20
22,1,2018-12-31T23:54:32.000,2018-12-31T23:59:57.000,2,0.6,1,N,79,114,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,Noida Sec-4
23,2,2018-12-31T23:54:31.000,2019-01-01T00:02:33.000,2,1.89,1,N,237,239,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-2
24,2,2018-12-31T23:54:29.000,2018-12-31T23:56:18.000,1,0.4,1,N,262,262,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-41
25,2,2018-12-31T23:54:28.000,2019-01-01T00:03:36.000,1,1.68,1,N,238,236,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-15
26,1,2018-12-31T23:54:28.000,2018-12-31T23:55:47.000,2,0.4,1,N,236,236,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75,Noida Sec-10
27,1,2018-12-31T23:54:27.000,2019-01-01T00:03:52.000,1,1.5,1,N,142,161,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-1
28,1,2018-12-31T23:54:27.000,2019-01-01T00:03:02.000,1,0.3,1,N,234,170,1,6.5,0.5,0.5,1.17,0.0,0.3,8.97,Noida Sec-34
29,2,2018-12-31T23:54:25.000,2019-01-01T00:03:14.000,1,3.66,1,N,79,88,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,Noida Sec-4
30,2,2018-12-31T23:54:24.000,2018-12-31T23:58:13.000,2,0.71,1,N,142,239,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-1
31,2,2018-12-31T23:54:23.000,2019-01-01T00:07:45.000,1,6.57,4,N,132,265,1,21.5,0.5,0.5,5.7,0.0,0.3,28.5,Noida Sec-8
32,2,2018-12-31T23:54:23.000,2019-01-01T00:10:35.000,5,8.15,1,N,132,135,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,Noida Sec-8
33,2,2018-12-31T23:54:22.000,2019-01-01T00:09:37.000,1,3.0,1,N,239,75,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,Noida Sec-27
34,2,2018-12-31T23:54:22.000,2018-12-31T23:58:45.000,1,0.83,1,N,244,244,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-39
35,1,2018-12-31T23:54:21.000,2018-12-31T23:57:38.000,1,0.0,1,N,186,68,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-23
36,2,2018-12-31T23:54:19.000,2018-12-31T23:54:34.000,5,0.0,5,N,265,265,1,52.0,0.0,0.0,10.46,0.0,0.3,62.76,Noida Sec-69
37,2,2018-12-31T23:54:18.000,2019-01-01T00:24:00.000,2,20.23,5,N,138,265,1,100.0,0.0,0.5,21.31,5.76,0.3,127.87,Noida Sec-11
38,2,2018-12-31T23:54:18.000,2019-01-01T00:11:17.000,5,2.28,1,N,148,209,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,Noida Sec-14
39,2,2018-12-31T23:54:17.000,2018-12-31T23:58:05.000,1,0.32,1,N,142,48,1,4.5,0.5,0.5,5.0,0.0,0.3,10.8,Noida Sec-1
40,2,2018-12-31T23:54:16.000,2019-01-01T00:02:07.000,1,1.23,1,N,113,113,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-16
41,2,2018-12-31T23:54:16.000,2018-12-31T23:58:32.000,1,0.92,1,N,239,142,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-27
42,2,2018-12-31T23:54:14.000,2019-01-01T00:03:14.000,1,1.65,1,N,236,238,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,Noida Sec-10
43,2,2018-12-31T23:54:13.000,2019-01-01T00:27:01.000,5,11.76,1,N,132,188,1,35.5,0.5,0.5,7.36,0.0,0.3,44.16,Noida Sec-8
44,2,2018-12-31T23:54:12.000,2018-12-31T23:55:04.000,1,0.25,1,N,142,143,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-1
45,1,2018-12-31T23:54:09.000,2019-01-01T00:07:27.000,2,0.9,1,N,148,114,1,9.5,0.5,0.5,50.0,0.0,0.3,60.8,Noida Sec-14
46,1,2018-12-31T23:54:08.000,2018-12-31T23:58:38.000,2,0.4,1,N,264,264,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-30
47,4,2018-12-31T23:54:07.000,2019-01-01T00:01:30.000,1,0.79,1,N,170,90,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,Noida Sec-5
48,2,2018-12-31T23:54:05.000,2018-12-31T23:58:26.000,1,1.0,1,N,140,263,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-31
49,1,2018-12-31T23:54:05.000,2019-01-01T00:02:22.000,2,1.3,1,N,142,237,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-1
50,2,2018-12-31T23:54:05.000,2019-01-01T00:03:36.000,6,1.82,1,N,231,90,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,Noida Sec-20
51,2,2018-12-31T23:54:04.000,2019-01-01T00:02:05.000,1,0.86,1,N,113,234,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-16
52,1,2018-12-31T23:54:03.000,2019-01-01T00:21:11.000,1,3.4,1,N,48,148,1,18.0,0.5,0.5,3.85,0.0,0.3,23.15,Noida Sec-6
53,2,2018-12-31T23:54:02.000,2019-01-01T00:17:34.000,1,4.3,1,N,244,74,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-39
54,1,2018-12-31T23:54:00.000,2019-01-01T00:01:20.000,0,0.9,1,N,129,173,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-44
55,1,2018-12-31T23:54:00.000,2018-12-31T23:56:19.000,0,0.7,1,N,74,75,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-56
56,2,2018-12-31T23:53:59.000,2019-01-01T23:34:21.000,1,1.13,1,N,234,246,1,14.5,0.5,0.5,0.0,0.0,0.3,15.8,Noida Sec-34
57,1,2018-12-31T23:53:59.000,2019-01-01T00:16:36.000,2,3.3,1,N,264,264,1,16.5,0.5,0.5,2.2,0.0,0.3,20.0,Noida Sec-30
58,2,2018-12-31T23:53:59.000,2018-12-31T23:57:55.000,6,1.18,1,N,151,166,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-32
59,2,2018-12-31T23:53:58.000,2019-01-01T00:19:39.000,1,4.6,1,N,79,262,1,19.0,0.5,0.5,4.06,0.0,0.3,24.36,Noida Sec-4
60,2,2018-12-31T23:53:58.000,2019-01-01T00:08:08.000,1,2.38,1,N,68,148,1,11.5,0.5,0.5,3.84,0.0,0.3,16.64,Noida Sec-22
61,2,2018-12-31T23:53:56.000,2018-12-31T23:57:44.000,1,0.4,1,N,261,87,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-48
62,1,2018-12-31T23:53:56.000,2019-01-01T00:34:15.000,4,23.8,1,N,138,265,2,62.5,0.5,0.5,0.0,16.26,0.3,80.06,Noida Sec-11
63,2,2018-12-31T23:53:56.000,2019-01-01T00:07:57.000,1,3.21,1,N,161,74,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,Noida Sec-3
64,1,2018-12-31T23:53:55.000,2019-01-01T00:29:48.000,1,5.1,1,N,186,24,1,25.0,0.5,0.5,0.0,0.0,0.3,26.3,Noida Sec-23
65,2,2018-12-31T23:53:52.000,2019-01-01T00:03:36.000,5,2.33,1,N,233,140,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-37
66,2,2018-12-31T23:53:51.000,2019-01-01T00:03:24.000,1,2.5,1,N,246,234,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,Noida Sec-33
67,2,2018-12-31T23:53:49.000,2019-01-01T00:00:56.000,1,0.78,1,N,79,79,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,Noida Sec-4
68,2,2018-12-31T23:53:47.000,2019-01-01T00:01:03.000,5,1.06,1,N,231,148,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,Noida Sec-20
69,1,2018-12-31T23:53:46.000,2019-01-01T00:06:03.000,1,3.0,1,N,48,238,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,Noida Sec-6
70,1,2018-12-31T23:53:44.000,2019-01-01T00:15:35.000,1,9.3,1,N,144,42,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,Noida Sec-26
71,2,2018-12-31T23:53:44.000,2018-12-31T23:55:08.000,1,0.42,1,N,239,142,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,Noida Sec-27
72,2,2018-12-31T23:53:44.000,2019-01-01T00:02:08.000,1,1.15,1,N,68,249,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-22
73,1,2018-12-31T23:53:43.000,2019-01-01T00:05:40.000,2,2.8,1,N,79,66,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,Noida Sec-4
74,2,2018-12-31T23:53:42.000,2019-01-01T00:12:21.000,2,2.21,1,N,142,142,1,13.0,0.5,0.5,3.58,0.0,0.3,17.88,Noida Sec-1
75,1,2018-12-31T23:53:40.000,2018-12-31T23:59:26.000,2,1.1,1,N,263,239,1,6.5,0.5,0.5,1.2,0.0,0.3,9.0,Noida Sec-7
76,1,2018-12-31T23:53:40.000,2019-01-01T00:03:07.000,1,2.5,1,N,239,152,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,Noida Sec-27
77,1,2018-12-31T23:53:40.000,2019-01-01T00:15:40.000,2,2.4,1,N,186,163,1,14.5,0.5,0.5,0.0,0.0,0.3,15.8,Noida Sec-23
78,2,2018-12-31T23:53:39.000,2019-01-01T00:20:42.000,1,17.72,2,N,132,79,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,Noida Sec-8
79,1,2018-12-31T23:53:38.000,2019-01-01T00:00:20.000,1,0.4,1,N,68,158,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-22
80,1,2018-12-31T23:53:38.000,2019-01-01T00:13:02.000,1,4.0,1,N,228,97,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-83
81,2,2018-12-31T23:53:36.000,2019-01-01T00:08:41.000,1,1.71,1,N,113,137,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-16
82,2,2018-12-31T23:53:33.000,2019-01-01T00:05:17.000,5,2.82,1,N,151,237,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-32
83,1,2018-12-31T23:53:31.000,2019-01-01T00:24:57.000,1,8.8,1,N,142,56,2,30.0,0.5,0.5,0.0,0.0,0.3,31.3,Noida Sec-1
84,1,2018-12-31T23:53:29.000,2018-12-31T23:58:16.000,2,1.5,1,N,79,233,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,Noida Sec-4
85,2,2018-12-31T23:53:26.000,2019-01-01T00:00:42.000,3,1.86,1,N,236,237,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-10
86,2,2018-12-31T23:53:26.000,2019-01-01T00:09:56.000,1,6.53,1,N,211,228,1,19.5,0.5,0.5,5.2,0.0,0.3,26.0,Noida Sec-35
87,2,2018-12-31T23:53:25.000,2019-01-01T00:07:22.000,1,1.94,1,N,161,107,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,Noida Sec-3
88,1,2018-12-31T23:53:25.000,2019-01-01T00:25:36.000,3,20.8,4,N,138,265,2,75.5,0.5,0.5,0.0,5.76,0.3,82.56,Noida Sec-11
89,2,2018-12-31T23:53:25.000,2018-12-31T23:53:38.000,1,0.0,2,N,238,238,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,Noida Sec-15
90,2,2018-12-31T23:53:24.000,2018-12-31T23:55:53.000,5,0.46,1,N,239,239,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-27
91,1,2018-12-31T23:53:23.000,2019-01-01T00:07:37.000,1,1.6,1,N,164,68,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,Noida Sec-12
92,1,2018-12-31T23:53:23.000,2018-12-31T23:59:15.000,1,2.1,1,N,236,74,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-10
93,1,2018-12-31T23:53:22.000,2018-12-31T23:56:15.000,1,0.5,1,N,144,79,1,4.0,0.5,0.5,3.0,0.0,0.3,8.3,Noida Sec-26
94,2,2018-12-31T23:53:22.000,2019-01-01T00:16:38.000,5,8.91,1,N,239,33,1,26.5,0.5,0.5,8.34,0.0,0.3,36.14,Noida Sec-27
95,1,2018-12-31T23:53:21.000,2018-12-31T23:55:05.000,1,0.3,1,N,7,7,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-80
96,2,2018-12-31T23:53:20.000,2018-12-31T23:58:28.000,1,0.9,1,N,234,79,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-34
97,1,2018-12-31T23:53:19.000,2019-01-01T00:35:52.000,1,8.8,1,N,170,257,1,33.5,0.5,0.5,6.95,0.0,0.3,41.75,Noida Sec-5
98,2,2018-12-31T23:53:19.000,2018-12-31T23:59:19.000,1,1.27,1,N,7,179,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-80
99,1,2018-12-31T23:53:18.000,2018-12-31T23:59:49.000,2,1.1,1,N,68,246,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-22
100,1,2018-12-31T23:53:18.000,2019-01-01T00:11:23.000,1,4.8,1,N,48,42,4,17.0,0.5,0.5,0.0,0.0,0.3,18.3,Noida Sec-6
101,2,2018-12-31T23:53:17.000,2019-01-01T00:04:24.000,1,2.01,1,N,79,162,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-4
102,1,2018-12-31T23:53:17.000,2018-12-31T23:55:45.000,1,0.4,1,N,107,107,1,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-50
103,1,2018-12-31T23:53:16.000,2019-01-01T00:24:48.000,1,19.1,2,N,132,236,3,52.0,0.0,0.5,0.0,5.76,0.3,58.56,Noida Sec-8
104,1,2018-12-31T23:53:15.000,2019-01-01T00:06:12.000,3,1.2,1,N,107,170,1,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-50
105,2,2018-12-31T23:53:15.000,2019-01-01T00:00:10.000,1,1.45,1,N,196,56,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-84
106,2,2018-12-31T23:53:15.000,2019-01-01T00:08:27.000,2,1.51,1,N,186,50,1,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-23
107,2,2018-12-31T23:53:14.000,2019-01-01T00:02:59.000,1,3.11,1,N,142,152,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-1
108,2,2018-12-31T23:53:14.000,2019-01-01T00:04:20.000,2,0.49,1,N,161,164,1,8.0,0.5,0.5,1.4,0.0,0.3,10.7,Noida Sec-3
109,1,2018-12-31T23:53:09.000,2019-01-01T00:08:20.000,1,2.3,1,N,161,140,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0,Noida Sec-3
110,2,2018-12-31T23:53:09.000,2019-01-01T00:00:27.000,1,0.52,1,N,234,107,1,5.0,0.5,0.5,1.89,0.0,0.3,8.19,Noida Sec-34
111,2,2018-12-31T23:53:07.000,2018-12-31T23:56:15.000,1,0.82,1,N,236,263,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-10
112,2,2018-12-31T23:53:06.000,2018-12-31T23:54:31.000,1,0.4,1,N,162,162,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,Noida Sec-19
113,2,2018-12-31T23:53:05.000,2019-01-01T00:11:05.000,5,2.75,1,N,142,137,1,13.5,0.5,0.5,1.8,0.0,0.3,16.6,Noida Sec-1
114,1,2018-12-31T23:53:04.000,2018-12-31T23:57:08.000,2,0.4,1,N,236,237,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-10
115,1,2018-12-31T23:53:04.000,2019-01-01T00:26:26.000,1,12.4,1,N,132,189,2,37.0,0.5,0.5,0.0,0.0,0.3,38.3,Noida Sec-8
116,2,2018-12-31T23:53:02.000,2019-01-01T00:00:57.000,2,1.66,1,N,239,151,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,Noida Sec-27
117,2,2018-12-31T23:53:01.000,2018-12-31T23:54:52.000,1,0.47,1,N,116,116,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-40
118,2,2018-12-31T23:53:01.000,2018-12-31T23:57:28.000,2,0.52,1,N,90,234,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-42
119,1,2018-12-31T23:53:01.000,2019-01-01T00:25:48.000,4,23.4,1,N,132,220,1,62.0,0.5,0.5,10.36,5.76,0.3,79.42,Noida Sec-8
120,2,2018-12-31T23:52:58.000,2019-01-01T00:04:33.000,2,2.4,1,N,237,170,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,Noida Sec-2
121,2,2018-12-31T23:52:58.000,2018-12-31T23:59:26.000,5,1.11,1,N,234,79,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,Noida Sec-34
122,2,2018-12-31T23:52:58.000,2018-12-31T23:55:45.000,1,0.57,1,N,141,43,1,4.0,0.5,0.5,0.5,0.0,0.3,5.8,Noida Sec-25
123,1,2018-12-31T23:52:57.000,2018-12-31T23:57:03.000,1,0.4,1,N,163,161,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-13
124,2,2018-12-31T23:52:57.000,2019-01-01T00:01:15.000,2,2.76,1,N,141,74,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,Noida Sec-25
125,1,2018-12-31T23:52:56.000,2018-12-31T23:55:21.000,1,0.6,1,N,141,141,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,Noida Sec-25
126,2,2018-12-31T23:52:55.000,2019-01-01T00:23:30.000,1,21.08,1,N,132,14,1,56.0,0.5,0.5,11.46,0.0,0.3,68.76,Noida Sec-8
127,2,2018-12-31T23:52:55.000,2018-12-31T23:58:13.000,1,1.32,1,N,74,75,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-56
128,1,2018-12-31T23:52:54.000,2018-12-31T23:56:13.000,1,0.6,1,N,141,237,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8,Noida Sec-25
129,2,2018-12-31T23:52:54.000,2018-12-31T23:55:22.000,2,0.65,1,N,79,107,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-4
130,1,2018-12-31T23:52:54.000,2019-01-01T00:05:33.000,1,4.6,1,N,107,75,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,Noida Sec-50
131,2,2018-12-31T23:52:52.000,2019-01-01T00:23:45.000,1,7.02,1,N,151,114,1,26.0,0.5,0.5,4.5,0.0,0.3,31.8,Noida Sec-32
132,2,2018-12-31T23:52:51.000,2018-12-31T23:59:36.000,2,0.95,1,N,263,237,1,6.5,0.5,0.5,1.17,0.0,0.3,8.97,Noida Sec-7
133,1,2018-12-31T23:52:51.000,2019-01-01T00:09:21.000,1,4.3,1,N,263,147,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-7
134,2,2018-12-31T23:52:49.000,2019-01-01T00:16:13.000,1,9.59,1,N,132,198,1,28.0,0.5,0.5,7.32,0.0,0.3,36.62,Noida Sec-8
135,2,2018-12-31T23:52:48.000,2019-01-01T00:22:02.000,5,4.74,1,N,233,236,2,20.5,0.5,0.5,0.0,0.0,0.3,21.8,Noida Sec-37
136,1,2018-12-31T23:52:48.000,2019-01-01T00:05:37.000,2,2.5,1,N,79,87,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75,Noida Sec-4
137,2,2018-12-31T23:52:47.000,2018-12-31T23:59:31.000,5,1.3,1,N,142,237,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-1
138,1,2018-12-31T23:52:47.000,2019-01-01T00:04:19.000,1,1.0,1,N,137,186,1,8.5,0.5,0.5,2.0,0.0,0.3,11.8,Noida Sec-38
139,1,2018-12-31T23:52:46.000,2019-01-01T00:26:13.000,2,20.1,1,N,132,26,1,55.0,0.5,0.5,3.7,0.0,0.3,60.0,Noida Sec-8
140,1,2018-12-31T23:52:45.000,2019-01-01T00:07:43.000,1,1.2,1,N,113,234,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,Noida Sec-16
141,1,2018-12-31T23:52:45.000,2019-01-01T00:03:15.000,1,1.2,1,N,234,246,1,8.0,0.5,0.5,10.0,0.0,0.3,19.3,Noida Sec-34
142,2,2018-12-31T23:52:43.000,2018-12-31T23:56:34.000,1,1.18,1,N,75,74,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-28
143,1,2018-12-31T23:52:43.000,2018-12-31T23:56:05.000,1,0.6,1,N,233,137,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-37
144,2,2018-12-31T23:52:43.000,2018-12-31T23:54:39.000,3,0.67,1,N,79,4,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-4
145,2,2018-12-31T23:52:41.000,2019-01-01T23:41:00.000,1,0.95,1,N,163,161,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-13
146,1,2018-12-31T23:52:40.000,2018-12-31T23:55:17.000,1,1.0,1,N,107,170,1,5.0,0.5,0.5,1.85,0.0,0.3,8.15,Noida Sec-50
147,2,2018-12-31T23:52:39.000,2019-01-01T00:05:45.000,1,1.91,1,N,170,68,1,10.0,0.5,0.5,3.39,0.0,0.3,14.69,Noida Sec-5
148,2,2018-12-31T23:52:38.000,2019-01-01T00:04:32.000,5,4.46,1,N,148,261,1,15.0,0.5,0.5,3.8,0.0,0.3,20.1,Noida Sec-14
149,2,2018-12-31T23:52:37.000,2019-01-01T00:00:24.000,1,2.2,1,N,263,74,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-7
150,2,2018-12-31T23:52:36.000,2019-01-01T00:08:04.000,3,2.79,1,N,48,141,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,Noida Sec-6
151,2,2018-12-31T23:52:35.000,2019-01-01T00:03:08.000,1,0.96,1,N,170,186,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62,Noida Sec-5
152,2,2018-12-31T23:52:34.000,2019-01-01T00:08:19.000,1,2.75,1,N,50,140,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,Noida Sec-17
153,2,2018-12-31T23:52:33.000,2019-01-01T00:16:47.000,1,6.56,1,N,43,157,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,Noida Sec-21
154,2,2018-12-31T23:52:32.000,2019-01-01T00:18:41.000,1,14.02,1,N,138,186,1,40.0,0.5,0.5,9.41,5.76,0.3,56.47,Noida Sec-11
155,2,2018-12-31T23:52:32.000,2018-12-31T23:54:41.000,1,0.46,1,N,152,166,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-65
156,1,2018-12-31T23:52:29.000,2019-01-01T00:19:51.000,1,4.4,1,N,148,163,1,19.5,0.5,0.5,2.5,0.0,0.3,23.3,Noida Sec-14
157,1,2018-12-31T23:52:28.000,2019-01-01T00:19:33.000,1,16.4,4,N,138,265,1,49.0,0.5,0.5,10.05,0.0,0.3,60.35,Noida Sec-11
