,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
158,2,2018-12-31T23:52:27.000,2019-01-01T00:06:21.000,1,2.73,1,N,74,237,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,Noida Sec-56
159,2,2018-12-31T23:52:26.000,2019-01-01T00:05:41.000,6,2.41,1,N,142,262,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,Noida Sec-1
160,2,2018-12-31T23:52:25.000,2019-01-01T00:02:21.000,1,0.64,1,N,142,48,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-1
161,2,2018-12-31T23:52:23.000,2019-01-01T00:04:44.000,1,4.32,1,N,263,224,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96,Noida Sec-7
162,2,2018-12-31T23:52:23.000,2018-12-31T23:54:50.000,1,0.41,1,N,262,140,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-41
163,1,2018-12-31T23:52:22.000,2018-12-31T23:59:04.000,2,0.7,1,N,162,161,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,Noida Sec-19
164,1,2018-12-31T23:52:21.000,2018-12-31T23:55:03.000,1,0.2,1,N,246,48,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-33
165,1,2018-12-31T23:52:21.000,2019-01-01T00:00:11.000,1,1.7,1,N,237,239,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-2
166,1,2018-12-31T23:52:20.000,2018-12-31T23:55:14.000,1,1.0,1,N,186,249,1,4.5,0.5,0.5,1.0,0.0,0.3,6.8,Noida Sec-23
167,2,2018-12-31T23:52:20.000,2018-12-31T23:59:45.000,1,1.77,1,N,262,238,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-41
168,1,2018-12-31T23:52:19.000,2019-01-01T00:10:24.000,0,4.2,1,N,50,263,1,16.0,0.5,0.5,4.3,0.0,0.3,21.6,Noida Sec-17
169,1,2018-12-31T23:52:18.000,2019-01-01T00:16:32.000,1,4.6,1,N,209,144,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95,Noida Sec-64
170,1,2018-12-31T23:52:18.000,2019-01-01T00:17:25.000,1,8.8,1,N,249,227,1,27.5,0.5,0.5,0.0,0.0,0.3,28.8,Noida Sec-9
171,2,2018-12-31T23:52:18.000,2019-01-01T00:04:03.000,1,3.1,1,N,166,263,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,Noida Sec-36
172,2,2018-12-31T23:52:17.000,2019-01-01T00:05:11.000,1,5.18,1,N,79,263,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-4
173,1,2018-12-31T23:52:16.000,2019-01-01T00:00:12.000,1,1.5,1,N,79,234,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-4
174,1,2018-12-31T23:52:15.000,2018-12-31T23:56:03.000,1,0.5,1,N,229,162,1,4.5,0.5,0.5,0.58,0.0,0.3,6.38,Noida Sec-18
175,2,2018-12-31T23:52:15.000,2019-01-01T00:11:21.000,1,9.17,1,N,138,164,2,27.0,0.5,0.5,0.0,5.76,0.3,34.06,Noida Sec-11
176,1,2018-12-31T23:52:12.000,2019-01-01T00:30:15.000,2,2.3,1,N,164,48,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,Noida Sec-12
177,1,2018-12-31T23:52:12.000,2018-12-31T23:54:58.000,1,0.6,1,N,41,166,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-46
178,2,2018-12-31T23:52:11.000,2019-01-01T00:09:32.000,6,1.93,1,N,186,163,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,Noida Sec-23
179,2,2018-12-31T23:52:09.000,2019-01-01T00:00:18.000,1,1.05,1,N,79,148,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-4
180,1,2018-12-31T23:52:09.000,2018-12-31T23:59:12.000,0,1.6,1,N,142,162,1,7.5,0.5,0.5,5.0,0.0,0.3,13.8,Noida Sec-1
181,2,2018-12-31T23:52:07.000,2019-01-01T00:06:20.000,1,1.41,1,N,79,249,1,10.0,0.5,0.5,2.82,0.0,0.3,14.12,Noida Sec-4
182,2,2018-12-31T23:52:07.000,2019-01-01T00:05:21.000,1,2.12,1,N,158,164,1,10.5,0.5,0.5,1.77,0.0,0.3,13.57,Noida Sec-24
183,2,2018-12-31T23:52:07.000,2019-01-01T00:04:53.000,1,6.23,1,N,48,244,1,18.5,0.5,0.5,3.96,0.0,0.3,23.76,Noida Sec-6
184,2,2018-12-31T23:52:05.000,2018-12-31T23:57:53.000,2,1.66,1,N,146,179,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-85
185,2,2018-12-31T23:52:04.000,2018-12-31T23:53:03.000,4,0.32,1,N,75,263,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-28
186,2,2018-12-31T23:52:04.000,2019-01-01T00:19:42.000,2,16.06,2,N,132,186,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,Noida Sec-8
187,2,2018-12-31T23:52:03.000,2019-01-01T00:10:54.000,1,3.51,1,N,161,125,1,15.0,0.5,0.5,1.0,0.0,0.3,17.3,Noida Sec-3
188,2,2018-12-31T23:52:02.000,2019-01-01T00:02:50.000,1,2.35,1,N,69,20,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-47
189,2,2018-12-31T23:52:02.000,2018-12-31T23:53:56.000,1,0.32,1,N,255,255,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-54
190,2,2018-12-31T23:52:02.000,2019-01-01T00:02:42.000,5,1.47,1,N,170,162,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-5
191,1,2018-12-31T23:52:01.000,2019-01-01T00:03:37.000,3,1.1,1,N,68,50,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-22
192,1,2018-12-31T23:52:01.000,2018-12-31T23:56:41.000,2,0.7,1,N,264,264,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-30
193,2,2018-12-31T23:52:00.000,2019-01-01T00:06:03.000,2,3.04,1,N,211,137,1,13.5,0.5,0.5,3.7,0.0,0.3,18.5,Noida Sec-35
194,2,2018-12-31T23:51:58.000,2019-01-01T00:01:57.000,2,1.12,1,N,237,161,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-2
195,2,2018-12-31T23:51:58.000,2019-01-01T00:06:30.000,1,4.24,1,N,66,79,1,15.0,0.5,0.5,1.0,0.0,0.3,17.3,Noida Sec-86
196,2,2018-12-31T23:51:58.000,2019-01-01T00:00:35.000,1,1.45,1,N,164,79,1,7.5,0.5,0.5,1.5,0.0,0.3,10.3,Noida Sec-12
197,2,2018-12-31T23:51:55.000,2018-12-31T23:57:16.000,6,1.11,1,N,143,48,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,Noida Sec-52
198,4,2018-12-31T23:51:53.000,2018-12-31T23:57:18.000,1,0.86,1,N,114,79,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-49
199,2,2018-12-31T23:51:52.000,2018-12-31T23:58:58.000,1,0.53,1,N,234,234,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12,Noida Sec-34
200,2,2018-12-31T23:51:52.000,2018-12-31T23:55:51.000,1,0.94,1,N,236,141,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-10
201,1,2018-12-31T23:51:52.000,2019-01-01T00:27:30.000,1,10.3,1,N,48,70,1,34.5,0.5,0.5,3.0,5.76,0.3,44.56,Noida Sec-6
202,2,2018-12-31T23:51:51.000,2018-12-31T23:57:22.000,1,0.88,1,N,239,238,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,Noida Sec-27
203,2,2018-12-31T23:51:51.000,2019-01-01T00:00:39.000,5,1.76,1,N,239,236,1,8.5,0.5,0.5,0.98,0.0,0.3,10.78,Noida Sec-27
204,1,2018-12-31T23:51:50.000,2019-01-01T00:30:34.000,1,18.4,2,N,132,4,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,Noida Sec-8
205,2,2018-12-31T23:51:50.000,2019-01-01T00:00:42.000,1,1.45,1,N,170,170,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-5
206,2,2018-12-31T23:51:50.000,2019-01-01T00:01:06.000,1,1.64,1,N,146,226,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-85
207,2,2018-12-31T23:51:49.000,2019-01-01T00:01:23.000,1,1.41,1,N,231,148,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-20
208,2,2018-12-31T23:51:49.000,2019-01-01T00:12:51.000,1,8.49,1,N,138,256,1,26.0,0.5,0.5,8.19,0.0,0.3,35.49,Noida Sec-11
209,1,2018-12-31T23:51:48.000,2019-01-01T00:29:18.000,2,12.8,1,N,132,188,1,40.5,0.5,0.5,8.35,0.0,0.3,50.15,Noida Sec-8
210,2,2018-12-31T23:51:48.000,2018-12-31T23:56:03.000,1,1.02,1,N,48,142,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,Noida Sec-6
211,2,2018-12-31T23:51:48.000,2018-12-31T23:56:31.000,2,1.03,1,N,68,68,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-22
212,2,2018-12-31T23:51:47.000,2019-01-01T00:19:31.000,4,13.05,5,N,132,265,2,75.0,0.0,0.0,0.0,0.0,0.3,75.3,Noida Sec-8
213,2,2018-12-31T23:51:47.000,2018-12-31T23:54:57.000,1,0.45,1,N,114,79,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-49
214,1,2018-12-31T23:51:45.000,2019-01-01T00:27:27.000,2,20.4,2,N,132,239,1,52.0,0.0,0.5,14.6,5.76,0.3,73.16,Noida Sec-8
215,2,2018-12-31T23:51:45.000,2018-12-31T23:59:13.000,4,1.2,1,N,261,45,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-48
216,1,2018-12-31T23:51:45.000,2018-12-31T23:57:31.000,1,1.1,1,N,79,148,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-4
217,1,2018-12-31T23:51:44.000,2019-01-01T00:05:24.000,1,7.7,1,N,238,220,1,22.5,0.5,0.5,4.36,5.28,0.3,33.44,Noida Sec-15
218,1,2018-12-31T23:51:44.000,2019-01-01T00:03:44.000,1,1.9,1,N,68,233,1,9.5,0.5,0.5,3.2,0.0,0.3,14.0,Noida Sec-22
219,2,2018-12-31T23:51:44.000,2018-12-31T23:58:13.000,1,1.29,1,N,42,41,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-43
220,2,2018-12-31T23:51:44.000,2019-01-01T00:01:41.000,5,2.17,1,N,163,262,1,9.0,0.5,0.5,1.8,0.0,0.3,12.1,Noida Sec-13
221,2,2018-12-31T23:51:44.000,2019-01-01T00:00:25.000,1,1.28,1,N,234,79,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-34
222,2,2018-12-31T23:51:43.000,2019-01-01T00:27:36.000,1,21.59,2,N,132,142,1,52.0,0.0,0.5,7.0,5.76,0.3,65.56,Noida Sec-8
223,2,2018-12-31T23:51:43.000,2019-01-01T00:20:59.000,1,11.52,1,N,132,188,2,34.5,0.5,0.5,0.0,0.0,0.3,35.8,Noida Sec-8
224,2,2018-12-31T23:51:42.000,2019-01-01T00:12:50.000,1,5.16,1,N,234,226,1,18.5,0.5,0.5,4.95,0.0,0.3,24.75,Noida Sec-34
225,1,2018-12-31T23:51:41.000,2019-01-01T00:08:18.000,1,1.3,1,N,137,186,1,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-38
226,2,2018-12-31T23:51:41.000,2019-01-01T00:10:29.000,1,6.61,1,N,48,74,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,Noida Sec-6
227,2,2018-12-31T23:51:41.000,2018-12-31T23:55:22.000,1,0.56,1,N,79,107,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-4
228,2,2018-12-31T23:51:41.000,2019-01-01T00:01:11.000,1,0.96,1,N,48,68,1,7.5,0.5,0.5,1.32,0.0,0.3,10.12,Noida Sec-6
229,2,2018-12-31T23:51:41.000,2019-01-01T00:24:15.000,1,19.79,1,N,132,181,1,54.0,0.5,0.5,13.82,0.0,0.3,69.12,Noida Sec-8
230,2,2018-12-31T23:51:39.000,2019-01-01T00:09:44.000,1,1.06,1,N,100,170,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,Noida Sec-63
231,2,2018-12-31T23:51:38.000,2018-12-31T23:58:09.000,5,0.92,1,N,249,79,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-9
232,1,2018-12-31T23:51:38.000,2018-12-31T23:56:41.000,2,0.9,1,N,148,232,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-14
233,2,2018-12-31T23:51:37.000,2018-12-31T23:59:57.000,3,1.14,1,N,211,90,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-35
234,1,2018-12-31T23:51:37.000,2019-01-01T00:02:46.000,1,2.5,1,N,144,261,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75,Noida Sec-26
235,2,2018-12-31T23:51:36.000,2018-12-31T23:52:25.000,2,0.13,1,N,170,170,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-5
236,2,2018-12-31T23:51:35.000,2018-12-31T23:54:07.000,2,0.68,1,N,238,151,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-15
237,2,2018-12-31T23:51:35.000,2018-12-31T23:58:32.000,6,1.37,1,N,97,190,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-88
238,2,2018-12-31T23:51:33.000,2019-01-01T00:17:14.000,1,14.64,1,N,138,101,1,41.0,0.5,0.5,8.46,0.0,0.3,50.76,Noida Sec-11
239,1,2018-12-31T23:51:33.000,2019-01-01T00:18:58.000,1,18.7,2,N,132,263,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,Noida Sec-8
240,1,2018-12-31T23:51:33.000,2018-12-31T23:58:12.000,1,1.8,1,N,146,7,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-85
241,2,2018-12-31T23:51:33.000,2019-01-01T00:01:49.000,1,5.29,1,N,132,203,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-8
242,2,2018-12-31T23:51:33.000,2019-01-01T00:31:52.000,1,18.45,2,N,132,68,1,52.0,0.0,0.5,13.0,5.76,0.3,71.56,Noida Sec-8
243,2,2018-12-31T23:51:32.000,2019-01-01T00:02:42.000,1,0.91,1,N,186,164,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-23
244,2,2018-12-31T23:51:31.000,2019-01-01T00:09:33.000,1,5.0,1,N,238,246,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,Noida Sec-15
245,2,2018-12-31T23:51:31.000,2018-12-31T23:54:57.000,3,0.53,1,N,75,264,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-28
246,2,2018-12-31T23:51:31.000,2018-12-31T23:58:16.000,1,1.3,1,N,79,4,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-4
247,2,2018-12-31T23:51:30.000,2018-12-31T23:55:45.000,1,1.05,1,N,237,236,1,5.5,0.5,0.5,1.02,0.0,0.3,7.82,Noida Sec-2
248,2,2018-12-31T23:51:29.000,2019-01-01T00:06:52.000,1,2.22,1,N,264,264,1,12.0,0.5,0.5,3.99,0.0,0.3,17.29,Noida Sec-30
249,2,2018-12-31T23:51:28.000,2019-01-01T00:00:25.000,1,2.61,1,N,41,43,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,Noida Sec-46
